        ks(1/s)        ksr(1/s)       ksnr(1/s)       kisc(1/s)         kt(1/s)        ktr(1/s)       ktnr(1/s)      krisc(1/s)       phi_sr(%)      phi_snr(%)      phi_isc(%)       phi_tr(%)      phi_tnr(%)     phi_risc(%)
    4.97279e+07     2.96632e+07     9.77178e+05     1.90875e+07     7.98439e+05     0.00000e+00     9.69932e+04     7.01445e+05        59.65096         1.96505        38.38399         0.00000        12.14786        87.85214
    4.97279e+07     2.96632e+07     9.60616e+05     1.91041e+07     7.98439e+05     0.00000e+00     9.76013e+04     7.00837e+05        59.65096         1.93175        38.41729         0.00000        12.22403        87.77597
    4.97279e+07     2.96632e+07     9.44054e+05     1.91207e+07     7.98439e+05     0.00000e+00     9.82084e+04     7.00230e+05        59.65096         1.89844        38.45060         0.00000        12.30006        87.69994
    4.97279e+07     2.96632e+07     9.27491e+05     1.91372e+07     7.98439e+05     0.00000e+00     9.88144e+04     6.99624e+05        59.65096         1.86513        38.48390         0.00000        12.37596        87.62404
    4.97279e+07     2.96632e+07     9.10929e+05     1.91538e+07     7.98439e+05     0.00000e+00     9.94194e+04     6.99019e+05        59.65096         1.83183        38.51721         0.00000        12.45173        87.54827
    4.97279e+07     2.96632e+07     8.94367e+05     1.91704e+07     7.98439e+05     0.00000e+00     1.00023e+05     6.98415e+05        59.65096         1.79852        38.55051         0.00000        12.52736        87.47264
    4.97279e+07     2.96632e+07     8.77804e+05     1.91869e+07     7.98439e+05     0.00000e+00     1.00626e+05     6.97812e+05        59.65096         1.76522        38.58382         0.00000        12.60287        87.39713
    4.97279e+07     2.96632e+07     8.61242e+05     1.92035e+07     7.98439e+05     0.00000e+00     1.01228e+05     6.97211e+05        59.65096         1.73191        38.61713         0.00000        12.67825        87.32175
    4.97279e+07     2.96632e+07     8.44680e+05     1.92200e+07     7.98439e+05     0.00000e+00     1.01829e+05     6.96610e+05        59.65096         1.69860        38.65043         0.00000        12.75350        87.24650
    4.97279e+07     2.96632e+07     8.28117e+05     1.92366e+07     7.98439e+05     0.00000e+00     1.02429e+05     6.96010e+05        59.65096         1.66530        38.68374         0.00000        12.82861        87.17139
    4.97279e+07     2.96632e+07     8.11555e+05     1.92532e+07     7.98439e+05     0.00000e+00     1.03027e+05     6.95411e+05        59.65096         1.63199        38.71704         0.00000        12.90360        87.09640
    4.97279e+07     2.96632e+07     7.94993e+05     1.92697e+07     7.98439e+05     0.00000e+00     1.03625e+05     6.94814e+05        59.65096         1.59869        38.75035         0.00000        12.97846        87.02154
    4.97279e+07     2.96632e+07     7.78430e+05     1.92863e+07     7.98439e+05     0.00000e+00     1.04222e+05     6.94217e+05        59.65096         1.56538        38.78366         0.00000        13.05319        86.94681
    4.97279e+07     2.96632e+07     7.61868e+05     1.93029e+07     7.98439e+05     0.00000e+00     1.04817e+05     6.93621e+05        59.65096         1.53207        38.81696         0.00000        13.12779        86.87221
    4.97279e+07     2.96632e+07     7.45305e+05     1.93194e+07     7.98439e+05     0.00000e+00     1.05412e+05     6.93027e+05        59.65096         1.49877        38.85027         0.00000        13.20227        86.79773
    4.97279e+07     2.96632e+07     7.28743e+05     1.93360e+07     7.98439e+05     0.00000e+00     1.06006e+05     6.92433e+05        59.65096         1.46546        38.88357         0.00000        13.27662        86.72338
    4.97279e+07     2.96632e+07     7.12181e+05     1.93525e+07     7.98439e+05     0.00000e+00     1.06598e+05     6.91840e+05        59.65096         1.43216        38.91688         0.00000        13.35084        86.64916
    4.97279e+07     2.96632e+07     6.95618e+05     1.93691e+07     7.98439e+05     0.00000e+00     1.07190e+05     6.91249e+05        59.65096         1.39885        38.95019         0.00000        13.42493        86.57507
    4.97279e+07     2.96632e+07     6.79056e+05     1.93857e+07     7.98439e+05     0.00000e+00     1.07780e+05     6.90658e+05        59.65096         1.36554        38.98349         0.00000        13.49890        86.50110
    4.97279e+07     2.96632e+07     6.62494e+05     1.94022e+07     7.98439e+05     0.00000e+00     1.08370e+05     6.90069e+05        59.65096         1.33224        39.01680         0.00000        13.57274        86.42726
    4.97279e+07     2.96632e+07     6.45931e+05     1.94188e+07     7.98439e+05     0.00000e+00     1.08959e+05     6.89480e+05        59.65096         1.29893        39.05010         0.00000        13.64645        86.35355
    4.97279e+07     2.96632e+07     6.29369e+05     1.94354e+07     7.98439e+05     0.00000e+00     1.09546e+05     6.88893e+05        59.65096         1.26563        39.08341         0.00000        13.72004        86.27996
    4.97279e+07     2.96632e+07     6.12807e+05     1.94519e+07     7.98439e+05     0.00000e+00     1.10133e+05     6.88306e+05        59.65096         1.23232        39.11672         0.00000        13.79350        86.20650
    4.97279e+07     2.96632e+07     5.96244e+05     1.94685e+07     7.98439e+05     0.00000e+00     1.10718e+05     6.87720e+05        59.65096         1.19901        39.15002         0.00000        13.86684        86.13316
    4.97279e+07     2.96632e+07     5.79682e+05     1.94850e+07     7.98439e+05     0.00000e+00     1.11303e+05     6.87136e+05        59.65096         1.16571        39.18333         0.00000        13.94005        86.05995
    4.97279e+07     2.96632e+07     5.63120e+05     1.95016e+07     7.98439e+05     0.00000e+00     1.11886e+05     6.86552e+05        59.65096         1.13240        39.21663         0.00000        14.01314        85.98686
    4.97279e+07     2.96632e+07     5.46557e+05     1.95182e+07     7.98439e+05     0.00000e+00     1.12469e+05     6.85970e+05        59.65096         1.09910        39.24994         0.00000        14.08611        85.91389
    4.97279e+07     2.96632e+07     5.29995e+05     1.95347e+07     7.98439e+05     0.00000e+00     1.13051e+05     6.85388e+05        59.65096         1.06579        39.28325         0.00000        14.15895        85.84105
    4.97279e+07     2.96632e+07     5.13433e+05     1.95513e+07     7.98439e+05     0.00000e+00     1.13631e+05     6.84807e+05        59.65096         1.03248        39.31655         0.00000        14.23167        85.76833
    4.97279e+07     2.96632e+07     4.96870e+05     1.95678e+07     7.98439e+05     0.00000e+00     1.14211e+05     6.84228e+05        59.65096         0.99918        39.34986         0.00000        14.30426        85.69574
    4.97279e+07     2.96632e+07     4.80308e+05     1.95844e+07     7.98439e+05     0.00000e+00     1.14789e+05     6.83649e+05        59.65096         0.96587        39.38316         0.00000        14.37673        85.62327
    4.97279e+07     2.96632e+07     4.63746e+05     1.96010e+07     7.98439e+05     0.00000e+00     1.15367e+05     6.83072e+05        59.65096         0.93257        39.41647         0.00000        14.44908        85.55092
    4.97279e+07     2.96632e+07     4.47183e+05     1.96175e+07     7.98439e+05     0.00000e+00     1.15944e+05     6.82495e+05        59.65096         0.89926        39.44978         0.00000        14.52131        85.47869
    4.97279e+07     2.96632e+07     4.30621e+05     1.96341e+07     7.98439e+05     0.00000e+00     1.16519e+05     6.81919e+05        59.65096         0.86595        39.48308         0.00000        14.59342        85.40658
    4.97279e+07     2.96632e+07     4.14059e+05     1.96507e+07     7.98439e+05     0.00000e+00     1.17094e+05     6.81344e+05        59.65096         0.83265        39.51639         0.00000        14.66540        85.33460
    4.97279e+07     2.96632e+07     3.97496e+05     1.96672e+07     7.98439e+05     0.00000e+00     1.17668e+05     6.80771e+05        59.65096         0.79934        39.54969         0.00000        14.73726        85.26274
    4.97279e+07     2.96632e+07     3.80934e+05     1.96838e+07     7.98439e+05     0.00000e+00     1.18241e+05     6.80198e+05        59.65096         0.76604        39.58300         0.00000        14.80900        85.19100
    4.97279e+07     2.96632e+07     3.64372e+05     1.97003e+07     7.98439e+05     0.00000e+00     1.18813e+05     6.79626e+05        59.65096         0.73273        39.61631         0.00000        14.88062        85.11938
    4.97279e+07     2.96632e+07     3.47809e+05     1.97169e+07     7.98439e+05     0.00000e+00     1.19384e+05     6.79055e+05        59.65096         0.69943        39.64961         0.00000        14.95213        85.04787
    4.97279e+07     2.96632e+07     3.31247e+05     1.97335e+07     7.98439e+05     0.00000e+00     1.19953e+05     6.78485e+05        59.65096         0.66612        39.68292         0.00000        15.02351        84.97649
    4.97279e+07     2.96632e+07     3.14685e+05     1.97500e+07     7.98439e+05     0.00000e+00     1.20522e+05     6.77916e+05        59.65096         0.63281        39.71622         0.00000        15.09477        84.90523
    4.97279e+07     2.96632e+07     2.98122e+05     1.97666e+07     7.98439e+05     0.00000e+00     1.21090e+05     6.77348e+05        59.65096         0.59951        39.74953         0.00000        15.16591        84.83409
    4.97279e+07     2.96632e+07     2.81560e+05     1.97832e+07     7.98439e+05     0.00000e+00     1.21658e+05     6.76781e+05        59.65096         0.56620        39.78284         0.00000        15.23693        84.76307
    4.97279e+07     2.96632e+07     2.64998e+05     1.97997e+07     7.98439e+05     0.00000e+00     1.22224e+05     6.76215e+05        59.65096         0.53290        39.81614         0.00000        15.30784        84.69216
    4.97279e+07     2.96632e+07     2.48435e+05     1.98163e+07     7.98439e+05     0.00000e+00     1.22789e+05     6.75650e+05        59.65096         0.49959        39.84945         0.00000        15.37862        84.62138
    4.97279e+07     2.96632e+07     2.31873e+05     1.98328e+07     7.98439e+05     0.00000e+00     1.23353e+05     6.75086e+05        59.65096         0.46628        39.88275         0.00000        15.44929        84.55071
    4.97279e+07     2.96632e+07     2.15310e+05     1.98494e+07     7.98439e+05     0.00000e+00     1.23916e+05     6.74522e+05        59.65096         0.43298        39.91606         0.00000        15.51984        84.48016
    4.97279e+07     2.96632e+07     1.98748e+05     1.98660e+07     7.98439e+05     0.00000e+00     1.24479e+05     6.73960e+05        59.65096         0.39967        39.94936         0.00000        15.59027        84.40973
    4.97279e+07     2.96632e+07     1.82186e+05     1.98825e+07     7.98439e+05     0.00000e+00     1.25040e+05     6.73398e+05        59.65096         0.36637        39.98267         0.00000        15.66058        84.33942
    4.97279e+07     2.96632e+07     1.65623e+05     1.98991e+07     7.98439e+05     0.00000e+00     1.25601e+05     6.72838e+05        59.65096         0.33306        40.01598         0.00000        15.73078        84.26922
    4.97279e+07     2.96632e+07     1.49061e+05     1.99157e+07     7.98439e+05     0.00000e+00     1.26160e+05     6.72278e+05        59.65096         0.29975        40.04928         0.00000        15.80086        84.19914
    4.97279e+07     2.96632e+07     1.32499e+05     1.99322e+07     7.98439e+05     0.00000e+00     1.26719e+05     6.71720e+05        59.65096         0.26645        40.08259         0.00000        15.87082        84.12918
    4.97279e+07     2.96632e+07     1.15936e+05     1.99488e+07     7.98439e+05     0.00000e+00     1.27276e+05     6.71162e+05        59.65096         0.23314        40.11589         0.00000        15.94067        84.05933
    4.97279e+07     2.96632e+07     9.93741e+04     1.99653e+07     7.98439e+05     0.00000e+00     1.27833e+05     6.70605e+05        59.65096         0.19984        40.14920         0.00000        16.01040        83.98960
    4.97279e+07     2.96632e+07     8.28117e+04     1.99819e+07     7.98439e+05     0.00000e+00     1.28389e+05     6.70050e+05        59.65096         0.16653        40.18251         0.00000        16.08002        83.91998
    4.97279e+07     2.96632e+07     6.62494e+04     1.99985e+07     7.98439e+05     0.00000e+00     1.28944e+05     6.69495e+05        59.65096         0.13322        40.21581         0.00000        16.14952        83.85048
    4.97279e+07     2.96632e+07     4.96870e+04     2.00150e+07     7.98439e+05     0.00000e+00     1.29498e+05     6.68941e+05        59.65096         0.09992        40.24912         0.00000        16.21891        83.78109
    4.97279e+07     2.96632e+07     3.31247e+04     2.00316e+07     7.98439e+05     0.00000e+00     1.30051e+05     6.68388e+05        59.65096         0.06661        40.28242         0.00000        16.28818        83.71182
    4.97279e+07     2.96632e+07     1.65623e+04     2.00482e+07     7.98439e+05     0.00000e+00     1.30603e+05     6.67835e+05        59.65096         0.03331        40.31573         0.00000        16.35733        83.64267
    4.97279e+07     2.96632e+07     0.00000e+00     2.00647e+07     7.98439e+05     0.00000e+00     1.31155e+05     6.67284e+05        59.65096         0.00000        40.34904         0.00000        16.42638        83.57362
