        ks(1/s)        ksr(1/s)       ksnr(1/s)       kisc(1/s)         kt(1/s)        ktr(1/s)       ktnr(1/s)      krisc(1/s)       phi_sr(%)      phi_snr(%)      phi_isc(%)       phi_tr(%)      phi_tnr(%)     phi_risc(%)
    6.66079e+07     4.67080e+07     2.98831e+06     1.69116e+07     4.03583e+05     0.00000e+00     1.73367e+05     2.30216e+05        70.12387         4.48642        25.38971         0.00000        42.95688        57.04312
    6.66079e+07     4.67080e+07     2.93678e+06     1.69631e+07     4.03583e+05     0.00000e+00     1.74066e+05     2.29517e+05        70.12387         4.40906        25.46707         0.00000        43.13014        56.86986
    6.66079e+07     4.67080e+07     2.88526e+06     1.70146e+07     4.03583e+05     0.00000e+00     1.74761e+05     2.28822e+05        70.12387         4.33171        25.54442         0.00000        43.30235        56.69765
    6.66079e+07     4.67080e+07     2.83374e+06     1.70661e+07     4.03583e+05     0.00000e+00     1.75452e+05     2.28131e+05        70.12387         4.25436        25.62177         0.00000        43.47352        56.52648
    6.66079e+07     4.67080e+07     2.78222e+06     1.71176e+07     4.03583e+05     0.00000e+00     1.76138e+05     2.27445e+05        70.12387         4.17701        25.69912         0.00000        43.64366        56.35634
    6.66079e+07     4.67080e+07     2.73069e+06     1.71692e+07     4.03583e+05     0.00000e+00     1.76821e+05     2.26762e+05        70.12387         4.09966        25.77647         0.00000        43.81278        56.18722
    6.66079e+07     4.67080e+07     2.67917e+06     1.72207e+07     4.03583e+05     0.00000e+00     1.77499e+05     2.26084e+05        70.12387         4.02230        25.85383         0.00000        43.98089        56.01911
    6.66079e+07     4.67080e+07     2.62765e+06     1.72722e+07     4.03583e+05     0.00000e+00     1.78174e+05     2.25409e+05        70.12387         3.94495        25.93118         0.00000        44.14799        55.85201
    6.66079e+07     4.67080e+07     2.57613e+06     1.73237e+07     4.03583e+05     0.00000e+00     1.78844e+05     2.24739e+05        70.12387         3.86760        26.00853         0.00000        44.31410        55.68590
    6.66079e+07     4.67080e+07     2.52460e+06     1.73753e+07     4.03583e+05     0.00000e+00     1.79511e+05     2.24072e+05        70.12387         3.79025        26.08588         0.00000        44.47922        55.52078
    6.66079e+07     4.67080e+07     2.47308e+06     1.74268e+07     4.03583e+05     0.00000e+00     1.80173e+05     2.23410e+05        70.12387         3.71290        26.16323         0.00000        44.64337        55.35663
    6.66079e+07     4.67080e+07     2.42156e+06     1.74783e+07     4.03583e+05     0.00000e+00     1.80832e+05     2.22751e+05        70.12387         3.63554        26.24059         0.00000        44.80655        55.19345
    6.66079e+07     4.67080e+07     2.37004e+06     1.75298e+07     4.03583e+05     0.00000e+00     1.81486e+05     2.22097e+05        70.12387         3.55819        26.31794         0.00000        44.96877        55.03123
    6.66079e+07     4.67080e+07     2.31851e+06     1.75814e+07     4.03583e+05     0.00000e+00     1.82137e+05     2.21446e+05        70.12387         3.48084        26.39529         0.00000        45.13004        54.86996
    6.66079e+07     4.67080e+07     2.26699e+06     1.76329e+07     4.03583e+05     0.00000e+00     1.82784e+05     2.20799e+05        70.12387         3.40349        26.47264         0.00000        45.29037        54.70963
    6.66079e+07     4.67080e+07     2.21547e+06     1.76844e+07     4.03583e+05     0.00000e+00     1.83428e+05     2.20155e+05        70.12387         3.32614        26.54999         0.00000        45.44977        54.55023
    6.66079e+07     4.67080e+07     2.16395e+06     1.77359e+07     4.03583e+05     0.00000e+00     1.84067e+05     2.19516e+05        70.12387         3.24878        26.62735         0.00000        45.60823        54.39177
    6.66079e+07     4.67080e+07     2.11242e+06     1.77874e+07     4.03583e+05     0.00000e+00     1.84703e+05     2.18880e+05        70.12387         3.17143        26.70470         0.00000        45.76578        54.23422
    6.66079e+07     4.67080e+07     2.06090e+06     1.78390e+07     4.03583e+05     0.00000e+00     1.85335e+05     2.18248e+05        70.12387         3.09408        26.78205         0.00000        45.92242        54.07758
    6.66079e+07     4.67080e+07     2.00938e+06     1.78905e+07     4.03583e+05     0.00000e+00     1.85964e+05     2.17619e+05        70.12387         3.01673        26.85940         0.00000        46.07816        53.92184
    6.66079e+07     4.67080e+07     1.95786e+06     1.79420e+07     4.03583e+05     0.00000e+00     1.86589e+05     2.16994e+05        70.12387         2.93938        26.93675         0.00000        46.23300        53.76700
    6.66079e+07     4.67080e+07     1.90633e+06     1.79935e+07     4.03583e+05     0.00000e+00     1.87210e+05     2.16373e+05        70.12387         2.86202        27.01411         0.00000        46.38696        53.61304
    6.66079e+07     4.67080e+07     1.85481e+06     1.80451e+07     4.03583e+05     0.00000e+00     1.87828e+05     2.15755e+05        70.12387         2.78467        27.09146         0.00000        46.54003        53.45997
    6.66079e+07     4.67080e+07     1.80329e+06     1.80966e+07     4.03583e+05     0.00000e+00     1.88442e+05     2.15141e+05        70.12387         2.70732        27.16881         0.00000        46.69224        53.30776
    6.66079e+07     4.67080e+07     1.75177e+06     1.81481e+07     4.03583e+05     0.00000e+00     1.89053e+05     2.14530e+05        70.12387         2.62997        27.24616         0.00000        46.84358        53.15642
    6.66079e+07     4.67080e+07     1.70024e+06     1.81996e+07     4.03583e+05     0.00000e+00     1.89660e+05     2.13923e+05        70.12387         2.55262        27.32351         0.00000        46.99406        53.00594
    6.66079e+07     4.67080e+07     1.64872e+06     1.82511e+07     4.03583e+05     0.00000e+00     1.90264e+05     2.13319e+05        70.12387         2.47526        27.40087         0.00000        47.14370        52.85630
    6.66079e+07     4.67080e+07     1.59720e+06     1.83027e+07     4.03583e+05     0.00000e+00     1.90864e+05     2.12719e+05        70.12387         2.39791        27.47822         0.00000        47.29249        52.70751
    6.66079e+07     4.67080e+07     1.54568e+06     1.83542e+07     4.03583e+05     0.00000e+00     1.91462e+05     2.12121e+05        70.12387         2.32056        27.55557         0.00000        47.44045        52.55955
    6.66079e+07     4.67080e+07     1.49415e+06     1.84057e+07     4.03583e+05     0.00000e+00     1.92055e+05     2.11528e+05        70.12387         2.24321        27.63292         0.00000        47.58758        52.41242
    6.66079e+07     4.67080e+07     1.44263e+06     1.84572e+07     4.03583e+05     0.00000e+00     1.92646e+05     2.10937e+05        70.12387         2.16586        27.71027         0.00000        47.73388        52.26612
    6.66079e+07     4.67080e+07     1.39111e+06     1.85088e+07     4.03583e+05     0.00000e+00     1.93233e+05     2.10350e+05        70.12387         2.08850        27.78763         0.00000        47.87938        52.12062
    6.66079e+07     4.67080e+07     1.33959e+06     1.85603e+07     4.03583e+05     0.00000e+00     1.93817e+05     2.09766e+05        70.12387         2.01115        27.86498         0.00000        48.02406        51.97594
    6.66079e+07     4.67080e+07     1.28806e+06     1.86118e+07     4.03583e+05     0.00000e+00     1.94398e+05     2.09185e+05        70.12387         1.93380        27.94233         0.00000        48.16794        51.83206
    6.66079e+07     4.67080e+07     1.23654e+06     1.86633e+07     4.03583e+05     0.00000e+00     1.94975e+05     2.08608e+05        70.12387         1.85645        28.01968         0.00000        48.31103        51.68897
    6.66079e+07     4.67080e+07     1.18502e+06     1.87148e+07     4.03583e+05     0.00000e+00     1.95549e+05     2.08034e+05        70.12387         1.77910        28.09703         0.00000        48.45333        51.54667
    6.66079e+07     4.67080e+07     1.13350e+06     1.87664e+07     4.03583e+05     0.00000e+00     1.96121e+05     2.07462e+05        70.12387         1.70174        28.17438         0.00000        48.59485        51.40515
    6.66079e+07     4.67080e+07     1.08197e+06     1.88179e+07     4.03583e+05     0.00000e+00     1.96689e+05     2.06894e+05        70.12387         1.62439        28.25174         0.00000        48.73560        51.26440
    6.66079e+07     4.67080e+07     1.03045e+06     1.88694e+07     4.03583e+05     0.00000e+00     1.97254e+05     2.06330e+05        70.12387         1.54704        28.32909         0.00000        48.87558        51.12442
    6.66079e+07     4.67080e+07     9.78928e+05     1.89209e+07     4.03583e+05     0.00000e+00     1.97815e+05     2.05768e+05        70.12387         1.46969        28.40644         0.00000        49.01479        50.98521
    6.66079e+07     4.67080e+07     9.27406e+05     1.89725e+07     4.03583e+05     0.00000e+00     1.98374e+05     2.05209e+05        70.12387         1.39234        28.48379         0.00000        49.15325        50.84675
    6.66079e+07     4.67080e+07     8.75883e+05     1.90240e+07     4.03583e+05     0.00000e+00     1.98930e+05     2.04653e+05        70.12387         1.31498        28.56114         0.00000        49.29096        50.70904
    6.66079e+07     4.67080e+07     8.24361e+05     1.90755e+07     4.03583e+05     0.00000e+00     1.99483e+05     2.04100e+05        70.12387         1.23763        28.63850         0.00000        49.42792        50.57208
    6.66079e+07     4.67080e+07     7.72838e+05     1.91270e+07     4.03583e+05     0.00000e+00     2.00032e+05     2.03551e+05        70.12387         1.16028        28.71585         0.00000        49.56415        50.43585
    6.66079e+07     4.67080e+07     7.21316e+05     1.91785e+07     4.03583e+05     0.00000e+00     2.00579e+05     2.03004e+05        70.12387         1.08293        28.79320         0.00000        49.69964        50.30036
    6.66079e+07     4.67080e+07     6.69793e+05     1.92301e+07     4.03583e+05     0.00000e+00     2.01123e+05     2.02460e+05        70.12387         1.00558        28.87055         0.00000        49.83441        50.16559
    6.66079e+07     4.67080e+07     6.18270e+05     1.92816e+07     4.03583e+05     0.00000e+00     2.01664e+05     2.01919e+05        70.12387         0.92822        28.94790         0.00000        49.96846        50.03154
    6.66079e+07     4.67080e+07     5.66748e+05     1.93331e+07     4.03583e+05     0.00000e+00     2.02202e+05     2.01381e+05        70.12387         0.85087        29.02526         0.00000        50.10179        49.89821
    6.66079e+07     4.67080e+07     5.15225e+05     1.93846e+07     4.03583e+05     0.00000e+00     2.02738e+05     2.00845e+05        70.12387         0.77352        29.10261         0.00000        50.23441        49.76559
    6.66079e+07     4.67080e+07     4.63703e+05     1.94362e+07     4.03583e+05     0.00000e+00     2.03270e+05     2.00313e+05        70.12387         0.69617        29.17996         0.00000        50.36634        49.63366
    6.66079e+07     4.67080e+07     4.12180e+05     1.94877e+07     4.03583e+05     0.00000e+00     2.03800e+05     1.99783e+05        70.12387         0.61882        29.25731         0.00000        50.49756        49.50244
    6.66079e+07     4.67080e+07     3.60658e+05     1.95392e+07     4.03583e+05     0.00000e+00     2.04326e+05     1.99257e+05        70.12387         0.54146        29.33466         0.00000        50.62809        49.37191
    6.66079e+07     4.67080e+07     3.09135e+05     1.95907e+07     4.03583e+05     0.00000e+00     2.04850e+05     1.98733e+05        70.12387         0.46411        29.41202         0.00000        50.75794        49.24206
    6.66079e+07     4.67080e+07     2.57613e+05     1.96423e+07     4.03583e+05     0.00000e+00     2.05372e+05     1.98211e+05        70.12387         0.38676        29.48937         0.00000        50.88710        49.11290
    6.66079e+07     4.67080e+07     2.06090e+05     1.96938e+07     4.03583e+05     0.00000e+00     2.05890e+05     1.97693e+05        70.12387         0.30941        29.56672         0.00000        51.01559        48.98441
    6.66079e+07     4.67080e+07     1.54568e+05     1.97453e+07     4.03583e+05     0.00000e+00     2.06406e+05     1.97177e+05        70.12387         0.23206        29.64407         0.00000        51.14341        48.85659
    6.66079e+07     4.67080e+07     1.03045e+05     1.97968e+07     4.03583e+05     0.00000e+00     2.06919e+05     1.96664e+05        70.12387         0.15470        29.72142         0.00000        51.27056        48.72944
    6.66079e+07     4.67080e+07     5.15225e+04     1.98483e+07     4.03583e+05     0.00000e+00     2.07430e+05     1.96153e+05        70.12387         0.07735        29.79878         0.00000        51.39705        48.60295
    6.66079e+07     4.67080e+07     7.45058e-09     1.98999e+07     4.03583e+05     0.00000e+00     2.07938e+05     1.95645e+05        70.12387         0.00000        29.87613         0.00000        51.52289        48.47711
